playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties,shots_against,saves,save_pct,gsax,gsax_per_60
8478048,2021,Igor Shesterkin,NYR,G,all,53,184232.0,140.1,106.0,2947.0,111.54,128.0,360.08,311.0,1586.7,1622.0,46.62,49.0,898.87,713.0,658.31,911.0,133.92,1668.0,426.0,127.0,47.57,52.6,39.92,39.0,37.0,30.0,726.0,2.0,1.0,1586.7,1516.0,0.9554421125606605,34.099999999999994,0.011105562551565416
8481611,2021,Pyotr Kochetkov,CAR,G,all,3,8916.0,5.04,6.0,102.0,3.75,2.0,12.01,19.0,55.62,61.0,2.72,10.0,31.91,18.0,22.47,32.0,4.85,53.0,21.0,3.0,1.54,2.55,0.95,3.0,3.0,0.0,25.0,0.0,0.0,55.62,55.0,0.9888529306005035,-0.96,-0.006460296096904441
8480947,2021,Kevin Lankinen,CHI,G,all,32,108935.0,77.38,106.0,1743.0,63.64,65.0,213.98,210.0,929.59,973.0,26.36,28.0,529.58,418.0,385.22,470.0,74.69,1010.0,230.0,60.0,29.8,28.15,19.43,41.0,44.0,21.0,443.0,0.0,0.0,929.59,867.0,0.932669241278413,-28.620000000000005,-0.015763528709781063
8479361,2021,Joseph Woll,TOR,G,all,4,14359.0,10.97,11.0,218.0,8.99,5.0,28.65,30.0,124.38,123.0,3.88,5.0,72.47,54.0,50.94,71.0,10.63,123.0,48.0,5.0,3.92,5.63,1.42,3.0,7.0,1.0,42.0,2.0,1.0,124.38,112.0,0.9004663129120438,-0.02999999999999936,-0.0001253569190054991
8477970,2021,Vitek Vanecek,WSH,G,all,42,139043.0,97.64,103.0,2100.0,77.98,80.0,258.39,233.0,1108.67,1118.0,38.71,27.0,626.8,518.0,457.14,590.0,92.77,1168.0,298.0,88.0,31.45,36.53,29.66,34.0,36.0,33.0,546.0,0.0,0.0,1108.67,1015.0,0.9155113784985612,-5.359999999999999,-0.002312953546744532
8480373,2021,Josef Korenar,ARI,G,all,2,4218.0,5.52,3.0,60.0,2.16,2.0,7.92,8.0,36.98,35.0,1.11,1.0,18.48,20.0,14.79,17.0,5.22,37.0,4.0,9.0,0.97,0.49,4.05,0.0,1.0,2.0,10.0,0.0,0.0,36.98,32.0,0.8653326122228232,2.5199999999999996,0.03584637268847794
8476932,2021,Anthony Stolarz,ANA,G,all,28,90385.0,66.04,67.0,1447.0,54.6,48.0,182.54,175.0,788.35,809.0,23.94,26.0,452.3,334.0,328.74,464.0,64.58,855.0,204.0,52.0,25.09,23.94,17.01,21.0,27.0,19.0,336.0,2.0,1.0,788.35,742.0,0.9412063169911841,-0.9599999999999937,-0.0006372738839409152
8481031,2021,Ivan Prosvetov,ARI,G,all,3,11100.0,9.99,13.0,188.0,7.43,8.0,22.41,25.0,101.76,104.0,2.27,3.0,57.99,52.0,40.9,44.0,9.74,97.0,34.0,11.0,3.2,3.69,3.11,5.0,4.0,4.0,46.0,0.0,0.0,101.76,91.0,0.8942610062893082,-3.01,-0.016270270270270268
8480981,2021,Joel Hofer,STL,G,all,2,7029.0,5.08,6.0,95.0,3.85,5.0,12.8,12.0,54.73,50.0,1.75,1.0,31.68,28.0,22.68,27.0,4.87,59.0,16.0,3.0,1.96,2.29,0.82,3.0,2.0,1.0,17.0,0.0,0.0,54.73,44.0,0.803946647177051,-0.9199999999999999,-0.007853179684165598
8473541,2021,Jonathan Bernier,NJD,G,all,10,30606.0,24.82,26.0,477.0,17.31,17.0,59.14,70.0,259.02,264.0,8.23,11.0,144.61,104.0,107.71,136.0,24.18,263.0,76.0,23.0,7.32,8.92,8.58,7.0,8.0,11.0,115.0,0.0,0.0,259.02,238.0,0.9188479654080767,-1.1799999999999997,-0.0023132719074691233
8478024,2021,Ville Husso,STL,G,all,40,140474.0,113.54,100.0,2218.0,87.42,93.0,277.42,262.0,1237.81,1236.0,35.44,32.0,701.83,558.0,506.57,686.0,109.8,1276.0,354.0,97.0,41.03,42.5,30.01,41.0,34.0,25.0,491.0,0.0,0.0,1237.81,1136.0,0.9177498969955001,13.540000000000006,0.005783276620584595
8474889,2021,Martin Jones,PHI,G,all,35,119828.0,104.58,114.0,2052.0,78.03,86.0,257.1,263.0,1125.8,1141.0,31.82,25.0,622.39,475.0,460.4,576.0,100.7,1119.0,329.0,111.0,33.48,39.03,32.07,36.0,48.0,30.0,493.0,0.0,0.0,1125.8,1027.0,0.9122401847575058,-9.420000000000002,-0.004716760690322797
8475883,2021,Frederik Andersen,CAR,G,all,52,184253.0,138.82,111.0,2544.0,100.3,127.0,331.88,290.0,1454.76,1431.0,58.69,59.0,791.0,616.0,581.42,792.0,133.42,1450.0,390.0,151.0,44.18,48.16,46.47,39.0,38.0,34.0,553.0,0.0,0.0,1454.76,1320.0,0.9073661634908851,27.819999999999993,0.009059282616836629
8475215,2021,Robin Lehner,VGK,G,all,44,152799.0,126.07,120.0,2403.0,88.85,119.0,284.26,227.0,1246.96,1289.0,44.8,54.0,679.6,547.0,496.59,657.0,120.58,1218.0,351.0,147.0,34.11,43.54,48.42,38.0,40.0,42.0,687.0,0.0,0.0,1246.96,1169.0,0.9374799512414191,6.069999999999993,0.0023835234523786122
8474651,2021,Braden Holtby,DAL,G,all,24,79108.0,61.67,61.0,1281.0,47.22,50.0,157.18,155.0,690.09,700.0,20.41,24.0,393.82,295.0,284.74,379.0,59.49,713.0,196.0,58.0,20.53,23.59,17.55,23.0,21.0,17.0,314.0,2.0,1.0,690.09,639.0,0.9259661783245663,0.6700000000000017,0.0005081660514739356
8478933,2021,Michael McNiven,MTL,G,all,1,1200.0,1.2,3.0,16.0,0.82,1.0,1.85,0.0,9.27,7.0,0.15,0.0,4.86,5.0,3.02,2.0,1.12,6.0,4.0,2.0,0.16,0.49,0.54,1.0,1.0,1.0,4.0,0.0,0.0,9.27,4.0,0.43149946062567424,-1.8,-0.09
8477361,2021,Cal Petersen,LAK,G,all,37,130590.0,96.62,105.0,1887.0,72.92,83.0,228.5,226.0,1017.63,1002.0,39.59,32.0,563.65,406.0,407.08,543.0,92.49,997.0,319.0,86.0,30.89,38.08,27.65,36.0,47.0,22.0,485.0,2.0,1.0,1017.63,897.0,0.8814598626219746,-8.379999999999995,-0.0038502182402940484
8477992,2021,Jonas Johansson,FLA,G,all,11,29191.0,24.34,39.0,442.0,17.22,19.0,56.84,51.0,244.94,265.0,8.45,4.0,134.6,95.0,99.66,129.0,23.65,246.0,72.0,23.0,7.34,9.31,7.69,16.0,14.0,9.0,101.0,0.0,0.0,244.94,226.0,0.922674940801829,-14.66,-0.0301325751087664
8479313,2021,Zach Sawchenko,SJS,G,all,7,16138.0,16.02,15.0,284.0,10.71,14.0,35.07,34.0,155.31,151.0,3.56,4.0,81.23,72.0,64.01,69.0,15.27,145.0,53.0,14.0,4.41,6.35,5.27,3.0,7.0,5.0,72.0,0.0,0.0,155.31,136.0,0.8756680188011075,1.0199999999999996,0.0037922914859338194
8480051,2021,Cayden Primeau,MTL,G,all,12,31153.0,26.55,40.0,524.0,20.87,27.0,67.44,64.0,292.27,302.0,8.38,8.0,163.53,132.0,120.88,139.0,25.61,304.0,78.0,27.0,8.93,9.37,8.25,14.0,15.0,11.0,115.0,0.0,0.0,292.27,262.0,0.8964313819413556,-13.45,-0.02590440728019773
8479406,2021,Filip Gustavsson,OTT,G,all,18,62853.0,55.6,62.0,1031.0,40.73,48.0,124.69,111.0,574.54,574.0,16.26,10.0,314.62,269.0,232.17,276.0,53.91,554.0,183.0,49.0,17.53,21.82,16.26,14.0,30.0,18.0,245.0,0.0,0.0,574.54,512.0,0.8911477007693112,-6.399999999999999,-0.0061094935802586976
8481519,2021,Spencer Knight,FLA,G,all,32,104414.0,84.99,81.0,1530.0,60.36,74.0,187.71,174.0,840.78,876.0,31.76,39.0,470.03,348.0,335.28,460.0,80.93,822.0,262.0,83.0,25.63,32.5,26.86,27.0,36.0,18.0,363.0,0.0,0.0,840.78,795.0,0.9455505601941055,3.989999999999995,0.002292795985212708
8471734,2021,Jonathan Quick,LAK,G,all,46,161152.0,133.8,116.0,2335.0,93.94,124.0,282.56,246.0,1303.92,1286.0,50.4,56.0,692.64,521.0,517.31,701.0,127.86,1194.0,424.0,144.0,36.24,51.85,45.71,29.0,53.0,34.0,573.0,6.0,3.0,1303.92,1170.0,0.8972943125345113,17.80000000000001,0.006627283558379671
8477293,2021,Antti Raanta,CAR,G,all,28,90998.0,65.69,62.0,1218.0,50.14,75.0,163.15,144.0,713.24,706.0,28.73,39.0,386.57,291.0,282.22,375.0,63.57,700.0,213.0,59.0,21.56,26.55,17.58,15.0,30.0,17.0,246.0,0.0,0.0,713.24,644.0,0.9029218776288486,3.6899999999999977,0.0024330205059451843
8478492,2021,Ilya Samsonov,WSH,G,all,44,141678.0,106.94,119.0,2150.0,83.34,108.0,268.72,246.0,1156.7,1145.0,38.49,43.0,646.83,504.0,465.62,602.0,102.95,1164.0,341.0,105.0,34.13,41.83,30.97,43.0,42.0,34.0,540.0,0.0,0.0,1156.7,1026.0,0.8870061381516382,-12.060000000000002,-0.005107356117392962
8476914,2021,Joonas Korpisalo,CBJ,G,all,22,67709.0,64.85,78.0,1066.0,45.19,50.0,132.19,132.0,606.55,634.0,17.27,20.0,333.58,244.0,238.14,318.0,62.0,560.0,211.0,63.0,17.77,25.85,21.22,27.0,31.0,20.0,232.0,2.0,1.0,606.55,556.0,0.91665979721375,-13.150000000000006,-0.011652808341579411
8476899,2021,Matt Murray,OTT,G,all,20,70891.0,63.16,60.0,1177.0,46.89,60.0,139.78,133.0,639.11,640.0,19.05,23.0,357.32,280.0,256.4,332.0,60.77,599.0,226.0,59.0,17.89,26.74,18.53,13.0,30.0,17.0,293.0,0.0,0.0,639.11,580.0,0.907512008887359,3.1599999999999966,0.0026745285015023035
8477202,2021,Andrew Hammond,NJD,G,all,11,35188.0,31.34,38.0,564.0,22.54,30.0,72.7,71.0,316.37,314.0,9.59,12.0,175.25,123.0,124.52,167.0,29.63,312.0,94.0,31.0,10.13,11.86,9.35,15.0,15.0,8.0,127.0,0.0,0.0,316.37,276.0,0.8723962449031197,-6.66,-0.011356144140047745
8475683,2021,Sergei Bobrovsky,FLA,G,all,54,184930.0,160.39,137.0,2657.0,106.84,162.0,338.8,350.0,1498.89,1566.0,60.11,73.0,796.79,609.0,590.86,738.0,149.62,1410.0,449.0,186.0,41.99,55.69,62.72,38.0,52.0,47.0,612.0,4.0,2.0,1498.89,1429.0,0.9533721620665959,23.389999999999986,0.007588817390363918
8479979,2021,Jake Oettinger,DAL,G,all,48,162456.0,115.43,114.0,2500.0,90.39,88.0,303.67,293.0,1330.53,1331.0,46.21,48.0,756.81,609.0,555.28,721.0,110.87,1408.0,365.0,93.0,40.68,43.63,31.12,53.0,36.0,25.0,634.0,0.0,0.0,1330.53,1217.0,0.9146731001931562,1.4300000000000068,0.0005281430048751688
8478903,2021,Adam Huska,NYR,G,all,1,3582.0,3.14,7.0,69.0,2.42,2.0,8.21,5.0,35.47,39.0,0.99,0.0,20.23,20.0,14.84,16.0,3.12,37.0,11.0,2.0,0.78,1.35,1.01,1.0,5.0,1.0,19.0,0.0,0.0,35.47,32.0,0.9021708486044545,-3.86,-0.06465661641541037
8478902,2021,Erik Kallgren,TOR,G,all,14,46769.0,37.8,43.0,691.0,27.82,28.0,88.88,82.0,393.44,385.0,14.37,14.0,211.56,178.0,158.3,188.0,35.95,387.0,111.0,39.0,11.79,13.74,12.26,15.0,14.0,14.0,154.0,2.0,1.0,393.44,342.0,0.8692557950386336,-5.200000000000003,-0.006671085548119484
8478916,2021,Joey Daccord,SEA,G,all,5,17593.0,15.15,21.0,239.0,9.52,8.0,28.99,41.0,134.95,140.0,4.84,5.0,72.97,54.0,53.95,54.0,14.78,117.0,50.0,18.0,3.66,5.94,5.54,7.0,8.0,6.0,54.0,0.0,0.0,134.95,119.0,0.88180807706558,-5.85,-0.01995111692150287
8478872,2021,Karel Vejmelka,ARI,G,all,52,166394.0,146.8,170.0,2927.0,114.93,140.0,375.15,409.0,1622.62,1669.0,38.2,41.0,913.87,714.0,660.67,770.0,138.92,1676.0,462.0,126.0,48.79,56.17,41.84,65.0,59.0,46.0,663.0,0.0,0.0,1622.62,1499.0,0.9238145714954826,-23.19999999999999,-0.008365686262725816
8473575,2021,Semyon Varlamov,NYI,G,all,31,107537.0,87.7,87.0,1700.0,64.74,92.0,218.17,217.0,939.06,979.0,24.78,33.0,525.71,373.0,382.33,516.0,82.54,1007.0,203.0,100.0,29.04,25.39,33.27,31.0,25.0,31.0,390.0,0.0,0.0,939.06,892.0,0.949886056269035,0.7000000000000028,0.0003905632479983649
8476433,2021,Magnus Hellberg,DET,G,all,1,3600.0,2.52,3.0,49.0,1.5,1.0,4.86,6.0,22.74,23.0,1.04,1.0,12.45,7.0,8.96,12.0,2.44,18.0,11.0,2.0,0.62,1.12,0.78,0.0,2.0,1.0,18.0,0.0,0.0,22.74,20.0,0.8795074758135445,-0.48,-0.008
8480313,2021,Logan Thompson,VGK,G,all,19,65864.0,49.65,49.0,1056.0,38.39,48.0,127.13,124.0,552.26,569.0,20.18,25.0,313.96,259.0,227.55,279.0,47.54,582.0,146.0,47.0,17.42,18.03,14.19,20.0,21.0,8.0,281.0,0.0,0.0,552.26,520.0,0.941585485097599,0.6499999999999986,0.0005921292360014563
8476903,2021,Jon Gillies,NJD,G,all,20,60285.0,45.5,62.0,930.0,34.79,35.0,121.21,118.0,524.16,550.0,15.7,17.0,292.95,216.0,220.0,282.0,44.33,549.0,143.0,40.0,17.0,16.84,11.66,29.0,15.0,18.0,198.0,0.0,0.0,524.16,488.0,0.931013431013431,-16.5,-0.01642199552127395
8477465,2021,Tristan Jarry,PIT,G,all,58,204911.0,150.76,138.0,3035.0,111.92,134.0,378.38,366.0,1660.06,1711.0,58.54,58.0,905.02,708.0,679.58,879.0,144.63,1686.0,442.0,152.0,47.44,53.72,49.6,45.0,55.0,38.0,755.0,6.0,2.0,1660.06,1573.0,0.9475561124296712,12.759999999999991,0.003736256228313753
8476999,2021,Linus Ullmark,BOS,G,all,41,139826.0,100.69,95.0,2015.0,74.94,78.0,250.82,320.0,1090.59,1140.0,41.28,44.0,613.45,462.0,449.27,553.0,96.63,1175.0,294.0,86.0,34.24,36.32,30.12,34.0,30.0,31.0,460.0,4.0,2.0,1090.59,1045.0,0.9581969392714036,5.689999999999998,0.0024416059960236285
8477424,2021,Juuse Saros,NSH,G,all,67,235883.0,193.69,173.0,3764.0,147.34,119.0,453.15,524.0,2053.78,2107.0,63.91,60.0,1183.73,922.0,823.03,1041.0,184.93,2127.0,571.0,171.0,65.56,69.37,58.77,55.0,64.0,54.0,895.0,0.0,0.0,2053.78,1934.0,0.9416782712851425,20.689999999999998,0.005262778580906635
8470880,2021,Brian Elliott,TBL,G,all,19,63805.0,46.08,43.0,906.0,34.56,26.0,110.84,117.0,500.24,489.0,17.74,22.0,281.61,199.0,204.01,291.0,44.68,505.0,144.0,44.0,15.02,17.0,14.06,12.0,15.0,16.0,213.0,0.0,0.0,500.24,446.0,0.8915720454181992,3.0799999999999983,0.002896324739440481
8471679,2021,Carey Price,MTL,G,all,5,17850.0,13.19,18.0,287.0,10.58,12.0,35.21,35.0,149.89,148.0,5.37,5.0,78.12,65.0,57.95,66.0,12.77,146.0,45.0,9.0,4.44,5.6,3.14,7.0,5.0,6.0,87.0,0.0,0.0,149.89,130.0,0.8673026886383348,-4.8100000000000005,-0.016168067226890757
8475234,2021,J-F Berube,CBJ,G,all,6,18353.0,19.63,21.0,333.0,13.39,19.0,42.81,44.0,188.13,209.0,5.0,8.0,105.39,85.0,72.68,83.0,17.62,180.0,62.0,18.0,5.87,7.67,6.09,10.0,6.0,5.0,73.0,0.0,0.0,188.13,188.0,0.9993089884654228,-1.370000000000001,-0.0044788317986160335
8477484,2021,Spencer Martin,VAN,G,all,6,22701.0,19.99,11.0,401.0,15.65,21.0,48.38,46.0,216.62,218.0,6.1,10.0,122.79,94.0,88.08,127.0,19.46,222.0,65.0,15.0,6.68,8.05,5.27,5.0,3.0,3.0,99.0,0.0,0.0,216.62,207.0,0.9555904348628935,8.989999999999998,0.02376106779437029
8479292,2021,Charlie Lindgren,STL,G,all,5,14785.0,9.52,5.0,216.0,7.99,6.0,27.63,20.0,118.52,118.0,3.71,0.0,66.93,70.0,49.96,60.0,8.66,128.0,30.0,8.0,3.67,3.57,2.27,3.0,1.0,1.0,50.0,0.0,0.0,118.52,113.0,0.9534255821802228,4.52,0.0183429151166723
8481020,2021,Justus Annunen,COL,G,all,2,5806.0,4.49,7.0,89.0,3.2,5.0,11.67,13.0,48.62,51.0,1.86,4.0,26.34,15.0,18.71,23.0,4.37,46.0,14.0,6.0,1.12,1.7,1.67,1.0,3.0,3.0,23.0,0.0,0.0,48.62,44.0,0.9049773755656109,-2.51,-0.025938684119875988
8479973,2021,Stuart Skinner,EDM,G,all,13,44049.0,32.85,32.0,618.0,24.04,32.0,80.01,67.0,345.68,367.0,13.16,13.0,190.24,139.0,137.6,196.0,31.64,338.0,102.0,36.0,10.0,12.49,10.36,11.0,7.0,14.0,142.0,0.0,0.0,345.68,335.0,0.9691043739875028,0.8500000000000014,0.0011578015391949894
8470860,2021,Jaroslav Halak,VAN,G,all,17,47802.0,38.96,39.0,731.0,27.02,31.0,91.03,91.0,391.09,400.0,13.23,15.0,218.91,168.0,157.9,202.0,36.94,384.0,125.0,38.0,11.34,14.94,12.68,11.0,19.0,9.0,184.0,2.0,1.0,391.09,361.0,0.9230611879618503,-0.03999999999999915,-5.0207104305258125e-05
8478406,2021,Mackenzie Blackwood,NJD,G,all,25,83943.0,66.26,79.0,1295.0,49.11,42.0,167.47,174.0,739.23,731.0,24.19,32.0,401.47,279.0,305.13,397.0,64.32,746.0,208.0,59.0,22.01,25.6,18.64,26.0,30.0,23.0,282.0,0.0,0.0,739.23,652.0,0.8819988366273014,-12.739999999999995,-0.009106179193023835
8480843,2021,Lukas Dostal,ANA,G,all,4,12087.0,8.62,10.0,191.0,7.26,4.0,23.26,20.0,103.86,108.0,3.29,4.0,60.76,51.0,42.76,57.0,8.44,116.0,24.0,6.0,3.55,3.02,2.04,4.0,5.0,1.0,45.0,0.0,0.0,103.86,98.0,0.943577893317928,-1.3800000000000008,-0.006850335070737159
8480382,2021,Alexandar Georgiev,NYR,G,all,33,104766.0,78.16,85.0,1599.0,60.91,76.0,199.14,172.0,861.29,833.0,26.55,32.0,480.09,393.0,344.63,440.0,75.05,886.0,223.0,82.0,26.51,27.42,24.23,33.0,25.0,27.0,408.0,0.0,0.0,861.29,748.0,0.8684647447433501,-6.840000000000003,-0.003917301414581068
8475831,2021,Philipp Grubauer,SEA,G,all,55,186685.0,130.26,164.0,2731.0,103.31,124.0,346.22,351.0,1485.3,1479.0,48.88,51.0,827.19,600.0,602.94,766.0,125.85,1552.0,388.0,119.0,43.26,47.19,39.81,57.0,62.0,45.0,672.0,0.0,0.0,1485.3,1315.0,0.8853430283444422,-33.74000000000001,-0.010843934970672526
8475839,2021,Louis Domingue,PIT,G,all,2,7125.0,7.85,4.0,131.0,5.43,10.0,16.85,23.0,73.47,83.0,2.02,2.0,38.85,29.0,27.55,32.0,7.2,66.0,26.0,7.0,2.2,3.43,2.22,0.0,3.0,1.0,32.0,0.0,0.0,73.47,79.0,1.075268817204301,3.8499999999999996,0.03242105263157895
8478039,2021,Kaapo Kahkonen,SJS,G,all,36,116817.0,98.19,93.0,1931.0,73.44,86.0,239.87,292.0,1053.02,1056.0,29.76,46.0,596.67,429.0,424.66,523.0,93.94,1075.0,299.0,93.0,30.75,36.7,30.73,25.0,30.0,38.0,464.0,2.0,1.0,1053.02,963.0,0.9145125448709427,5.189999999999998,0.0026657079021032886
8478048,2022,Igor Shesterkin,NYR,G,all,58,209326.0,172.05,144.0,3219.0,119.72,157.0,405.65,228.0,1741.47,1719.0,57.97,35.0,931.67,907.0,686.39,910.0,162.46,1676.0,520.0,178.0,48.42,64.66,58.96,53.0,45.0,46.0,845.0,2.0,1.0,1741.47,1575.0,0.9044083446743268,28.05000000000001,0.008040090576421471
8478872,2022,Karel Vejmelka,ARI,G,all,50,176450.0,179.09,168.0,3117.0,125.89,155.0,390.37,378.0,1705.13,1671.0,39.16,28.0,950.08,812.0,658.96,794.0,168.65,1641.0,547.0,173.0,50.83,68.93,59.34,53.0,64.0,51.0,756.0,2.0,1.0,1705.13,1503.0,0.8814577187663111,11.090000000000003,0.0037710399546613785
8479979,2022,Jake Oettinger,DAL,G,all,62,218693.0,155.82,144.0,3363.0,122.31,146.0,423.5,325.0,1816.0,1777.0,64.42,59.0,1016.32,895.0,746.98,979.0,150.71,1907.0,480.0,138.0,53.21,58.52,44.09,49.0,57.0,38.0,838.0,2.0,1.0,1816.0,1633.0,0.8992290748898678,11.819999999999993,0.0032429021505032147
8477968,2022,Alex Nedeljkovic,DET,G,all,15,49958.0,40.15,49.0,851.0,32.06,45.0,112.4,123.0,463.7,466.0,11.94,4.0,259.31,227.0,188.16,190.0,38.17,501.0,110.0,37.0,15.05,13.23,11.86,24.0,13.0,12.0,203.0,2.0,1.0,463.7,417.0,0.8992883329739055,-8.850000000000001,-0.01062892829977181
8477967,2022,Thatcher Demko,VAN,G,all,32,112711.0,93.35,99.0,1835.0,70.97,88.0,235.28,220.0,999.39,1005.0,28.29,33.0,550.45,462.0,405.97,489.0,88.91,1019.0,276.0,95.0,29.7,33.67,29.99,31.0,41.0,27.0,445.0,4.0,2.0,999.39,906.0,0.9065529973283704,-5.650000000000006,-0.003007692239444245
8476999,2022,Linus Ullmark,BOS,G,all,49,172932.0,133.45,91.0,2687.0,102.23,131.0,337.7,351.0,1460.36,1457.0,48.36,57.0,798.8,633.0,580.94,736.0,128.17,1463.0,398.0,141.0,39.55,48.89,45.01,24.0,33.0,34.0,685.0,2.0,1.0,1460.36,1366.0,0.9353857952833549,42.44999999999999,0.014728332523766565
8478009,2022,Ilya Sorokin,NYI,G,all,62,215224.0,178.65,140.0,3572.0,135.16,219.0,449.97,325.0,1902.91,1839.0,63.14,48.0,1029.22,882.0,749.88,976.0,168.46,1912.0,486.0,209.0,53.94,61.2,63.5,45.0,57.0,38.0,965.0,0.0,0.0,1902.91,1699.0,0.8928430666715714,38.650000000000006,0.010774820651971901
8480280,2022,Jeremy Swayman,BOS,G,all,37,120779.0,100.0,76.0,1814.0,71.72,96.0,227.66,239.0,993.88,953.0,37.21,31.0,543.23,420.0,390.38,509.0,94.07,953.0,308.0,105.0,28.83,37.96,33.21,24.0,33.0,19.0,448.0,2.0,1.0,993.88,877.0,0.8824002897734133,24.0,0.01192260243916575
8476945,2022,Connor Hellebuyck,WPG,G,all,64,226680.0,187.77,157.0,3534.0,136.48,184.0,449.82,370.0,1938.99,1964.0,65.09,49.0,1067.74,921.0,774.15,1007.0,177.65,1915.0,576.0,189.0,56.2,71.69,59.88,47.0,61.0,49.0,854.0,0.0,0.0,1938.99,1807.0,0.931928478228356,30.77000000000001,0.008144520910534676
8476883,2022,Andrei Vasilevskiy,TBL,G,all,60,215785.0,184.34,159.0,3369.0,133.88,173.0,421.07,334.0,1842.55,1875.0,63.08,65.0,1015.56,817.0,722.79,991.0,175.54,1795.0,551.0,193.0,52.75,69.14,62.45,54.0,56.0,49.0,830.0,0.0,0.0,1842.55,1716.0,0.9313180103660688,25.340000000000003,0.007045902171142574
8478007,2022,Elvis Merzlikins,CBJ,G,all,30,93612.0,84.13,110.0,1683.0,62.05,85.0,210.39,175.0,902.13,889.0,24.93,23.0,503.97,412.0,361.19,435.0,80.04,934.0,226.0,92.0,27.29,27.58,29.25,43.0,38.0,29.0,431.0,4.0,2.0,902.13,779.0,0.8635119107002317,-25.870000000000005,-0.016581207537495195
8480867,2022,Kevin Mandolese,OTT,G,all,3,10932.0,13.02,10.0,237.0,9.39,11.0,29.24,33.0,125.38,119.0,2.78,4.0,69.74,60.0,46.47,53.0,12.44,119.0,42.0,11.0,4.47,5.21,3.34,4.0,3.0,3.0,65.0,0.0,0.0,125.38,109.0,0.8693571542510767,3.0199999999999996,0.016575192096597142
8482137,2022,Yaroslav Askarov,NSH,G,all,1,3470.0,4.02,4.0,68.0,2.84,6.0,9.05,7.0,37.6,35.0,1.25,1.0,19.53,18.0,14.19,16.0,3.65,33.0,12.0,6.0,0.92,1.52,1.57,1.0,3.0,0.0,17.0,0.0,0.0,37.6,31.0,0.8244680851063829,0.019999999999999574,0.0003458213256484076
8480981,2022,Joel Hofer,STL,G,all,6,19032.0,17.31,17.0,332.0,11.75,11.0,39.89,47.0,170.4,179.0,3.32,2.0,94.71,82.0,66.81,75.0,16.84,172.0,50.0,14.0,4.88,6.09,6.33,8.0,5.0,4.0,96.0,0.0,0.0,170.4,162.0,0.9507042253521126,0.3099999999999987,0.0009773013871374487
8471306,2022,Thomas Greiss,STL,G,all,21,65361.0,60.57,66.0,1112.0,44.24,54.0,146.15,128.0,631.73,627.0,16.32,24.0,345.19,269.0,255.64,341.0,57.76,619.0,193.0,61.0,19.19,23.96,17.42,21.0,28.0,17.0,239.0,0.0,0.0,631.73,561.0,0.8880376110047014,-5.43,-0.004984623858264103
8477992,2022,Jonas Johansson,COL,G,all,3,8577.0,8.92,5.0,128.0,5.42,13.0,17.25,14.0,72.17,73.0,2.85,2.0,38.2,32.0,25.6,33.0,7.28,64.0,20.0,14.0,2.05,2.66,4.21,1.0,2.0,2.0,30.0,0.0,0.0,72.17,68.0,0.9422197589025911,3.92,0.027422175585869187
8478024,2022,Ville Husso,DET,G,all,56,193214.0,152.31,167.0,3088.0,113.29,150.0,379.9,309.0,1623.69,1603.0,49.96,40.0,905.23,766.0,651.47,836.0,143.04,1693.0,400.0,164.0,49.16,49.07,54.07,69.0,56.0,42.0,831.0,0.0,1.0,1623.69,1436.0,0.8844052744058287,-14.689999999999998,-0.004561781237384453
8478499,2022,Adin Hill,VGK,G,all,27,89454.0,62.87,62.0,1489.0,51.25,68.0,181.17,172.0,751.94,722.0,25.06,19.0,421.86,360.0,304.67,362.0,60.16,806.0,182.0,59.0,23.09,21.81,17.97,24.0,22.0,16.0,442.0,2.0,1.0,751.94,660.0,0.8777296060855919,0.8699999999999974,0.0005835401435374588
8477970,2022,Vitek Vanecek,NJD,G,all,52,174934.0,124.07,119.0,2636.0,93.21,119.0,325.01,195.0,1393.92,1333.0,53.87,39.0,771.75,694.0,572.86,782.0,119.93,1399.0,420.0,115.0,39.39,50.45,34.23,35.0,46.0,38.0,702.0,2.0,1.0,1393.92,1214.0,0.870925160697888,5.069999999999993,0.0017389415436678953
8474593,2022,Jacob Markstrom,CGY,G,all,59,204650.0,162.9,166.0,2852.0,109.48,159.0,362.55,373.0,1590.64,1542.0,66.2,46.0,841.35,584.0,632.76,822.0,155.39,1509.0,472.0,180.0,45.82,58.82,58.25,49.0,63.0,54.0,691.0,4.0,2.0,1590.64,1376.0,0.8650606045365387,-3.0999999999999943,-0.0009088688003909097
8470594,2022,Marc-Andre Fleury,MIN,G,all,46,159257.0,132.55,126.0,2527.0,93.06,123.0,306.06,238.0,1331.01,1367.0,44.91,48.0,736.65,589.0,521.44,699.0,124.47,1288.0,414.0,132.0,38.16,50.21,44.18,43.0,55.0,28.0,693.0,2.0,1.0,1331.01,1241.0,0.9323746628500161,6.550000000000011,0.0024677094256453447
