playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8479193,2021,Casey DeSmith,PIT,G,5on5,26,70492.0,47.52,48.0,1071.0,39.14,56.0,142.03,154.0,588.28,615.0,21.58,20.0,323.63,232.0,241.82,300.0,46.11,627.0,144.0,43.0,17.86,17.63,12.03,19.0,17.0,12.0,257.0,0.0,0.0
8479193,2021,Casey DeSmith,PIT,G,4on5,26,6203.0,11.13,13.0,159.0,8.71,9.0,20.1,16.0,95.65,95.0,0.53,3.0,60.25,46.0,30.71,48.0,10.33,106.0,13.0,15.0,2.65,1.3,7.18,3.0,1.0,9.0,25.0,0.0,0.0
8479193,2021,Casey DeSmith,PIT,G,5on4,26,5943.0,2.38,2.0,31.0,1.16,1.0,3.41,5.0,23.52,24.0,3.38,3.0,6.87,7.0,15.44,15.0,2.31,19.0,8.0,3.0,0.49,1.03,0.86,1.0,1.0,0.0,1.0,0.0,0.0
8481597,2021,Hugo Alnefelt,TBL,G,other,1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481597,2021,Hugo Alnefelt,TBL,G,all,1,1200.0,0.84,3.0,13.0,0.5,0.0,1.57,3.0,7.72,10.0,0.4,0.0,3.51,2.0,3.31,2.0,0.84,6.0,3.0,1.0,0.17,0.46,0.21,1.0,2.0,0.0,3.0,0.0,0.0
8481597,2021,Hugo Alnefelt,TBL,G,5on5,1,774.0,0.31,2.0,9.0,0.27,0.0,1.19,2.0,5.26,7.0,0.26,0.0,2.66,2.0,2.4,1.0,0.31,6.0,1.0,0.0,0.17,0.14,0.0,1.0,1.0,0.0,2.0,0.0,0.0
8481597,2021,Hugo Alnefelt,TBL,G,4on5,1,83.0,0.17,0.0,1.0,0.12,0.0,0.09,1.0,0.86,1.0,0.0,0.0,0.43,0.0,0.18,0.0,0.17,0.0,1.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481597,2021,Hugo Alnefelt,TBL,G,5on4,1,306.0,0.37,1.0,3.0,0.12,0.0,0.28,0.0,1.6,2.0,0.12,0.0,0.42,0.0,0.73,1.0,0.37,0.0,1.0,1.0,0.0,0.15,0.21,0.0,1.0,0.0,1.0,0.0,0.0
8474596,2021,Jake Allen,MTL,G,other,35,2494.0,5.32,8.0,72.0,3.17,3.0,8.09,9.0,40.97,43.0,1.02,1.0,21.84,18.0,14.3,15.0,5.23,30.0,19.0,5.0,1.28,2.65,1.39,2.0,4.0,2.0,18.0,0.0,0.0
8474596,2021,Jake Allen,MTL,G,all,35,116860.0,104.85,107.0,2005.0,78.56,93.0,254.85,251.0,1096.02,1123.0,28.55,17.0,605.15,516.0,423.45,494.0,100.83,1081.0,309.0,112.0,32.13,38.47,34.26,34.0,40.0,33.0,503.0,2.0,1.0
8474596,2021,Jake Allen,MTL,G,5on5,35,96082.0,77.29,70.0,1588.0,59.0,74.0,207.78,206.0,868.63,884.0,23.31,15.0,476.2,415.0,344.9,396.0,74.21,873.0,239.0,81.0,26.07,29.52,21.7,28.0,27.0,15.0,395.0,0.0,0.0
8474596,2021,Jake Allen,MTL,G,4on5,35,9567.0,20.04,26.0,313.0,15.22,16.0,36.29,33.0,167.55,175.0,0.59,0.0,100.58,78.0,51.45,68.0,19.19,162.0,45.0,22.0,4.22,5.54,10.28,4.0,8.0,14.0,84.0,2.0,1.0
8474596,2021,Jake Allen,MTL,G,5on4,35,8717.0,2.21,3.0,32.0,1.16,0.0,2.68,3.0,18.87,21.0,3.63,1.0,6.53,5.0,12.79,15.0,2.21,16.0,6.0,4.0,0.56,0.76,0.89,0.0,1.0,2.0,6.0,0.0,0.0
